workload,schedule,phase,backend,device,status,n_updates,repetitions,seconds_per_operation,metric,value,max_abs_error,oracle,python_version,numpy_version,fortml_revision,benchmark_revision,compiler,flags,notes
mlp_schedules,cosine_decay,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.1,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,0.5,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,1.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.1506146745892072,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,0.7530733729460359,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.061731656763491016,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.04000000000000001,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.04000000000000001,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,warmup_cosine,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,1.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,1.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.10240000000000003,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,0.5120000000000001,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.3840000000000001,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.033554432000000016,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,0.1677721600000001,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.3355443200000001,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.021474836480000013,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,0.10737418240000006,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,exponential_decay,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.2684354560000001,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
