sweep,swept_value,method,n,m,n_experts,d,train_seconds,predict_seconds,peak_kib,smse,mnlpd,status,claimed_order,method_order,partition,ski_grid_budget,ski_axis_extent,ski_grid_points,notes,correctness_oracle,repetitions,threads,cpu_affinity,cpu_model,os,compiler,compiler_version,flags,build_seconds,fortml_commit,fortnum_commit,benchmark_commit,fortml_diff_sha256,driver_sha256,app_sha256,local_experts_sha256,ski_source_sha256
experts,4,grbcm_clustered,1024,64,4,1,3.77560670E-02,1.29054924E-01,17128.0,1.93881264E-02,-1.89029621E+00,pass,"O(n m0^2) train plus one global expert (Sec. IV-C, eq. 29); plus Lloyd partition O(I n M d)",19,seeded_communication+deterministic_lloyd_remainder,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,4,moe,1024,64,4,1,7.87102000E-03,4.52450070E-02,9192.0,2.16806983E-02,-3.76640212E-01,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-B)",20,contiguous_input_order,,,,,test_local_experts;test_review_toy,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,4,moe_clustered,1024,64,4,1,8.14269200E-03,4.49403630E-02,8812.0,2.70535778E-02,-3.64404388E-01,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-B); plus Lloyd partition O(I n M d)",21,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,8,nle,1024,64,8,1,2.71924400E-03,2.81704860E-02,7412.0,2.45341316E-02,-1.75823954E+00,pass,O(M m0^3) = O(n m0^2) train (Sec. IV-A),8,contiguous_input_order,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,8,nle_clustered,1024,64,8,1,4.07876500E-03,2.80050550E-02,7460.0,2.11788639E-02,-1.81199014E+00,pass,O(M m0^3) = O(n m0^2) train (Sec. IV-A); plus Lloyd partition O(I n M d),9,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,8,poe,1024,64,8,1,2.73440200E-03,2.77116420E-02,7396.0,2.18305382E-02,-1.80186088E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C)",10,contiguous_input_order,,,,,test_local_experts;test_review_toy,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,8,poe_clustered,1024,64,8,1,4.04170500E-03,2.79304540E-02,7688.0,1.95301892E-02,-1.84865565E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C); plus Lloyd partition O(I n M d)",11,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,8,gpoe,1024,64,8,1,2.85572000E-03,2.81542750E-02,7412.0,2.25576712E-02,-1.81965659E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C)",12,contiguous_input_order,,,,,test_local_experts;test_review_toy,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,8,gpoe_clustered,1024,64,8,1,4.19781900E-03,2.81426140E-02,7612.0,1.99132287E-02,-1.84997312E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C); plus Lloyd partition O(I n M d)",13,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,8,bcm,1024,64,8,1,2.83112400E-03,2.78954680E-02,7372.0,2.22004831E-02,-1.79707366E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C)",14,contiguous_input_order,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,8,bcm_clustered,1024,64,8,1,4.13511100E-03,2.78663530E-02,7592.0,1.97122275E-02,-1.84781962E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C); plus Lloyd partition O(I n M d)",15,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,8,rbcm,1024,64,8,1,2.78199200E-03,2.76876270E-02,7404.0,2.26580287E-02,-6.43769568E-01,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C)",16,contiguous_input_order,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,8,rbcm_clustered,1024,64,8,1,3.98167200E-03,2.77414780E-02,7620.0,1.99777925E-02,-8.10471908E-01,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C); plus Lloyd partition O(I n M d)",17,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,8,grbcm,1024,64,8,1,1.41149650E-02,8.34324170E-02,10936.0,1.81589434E-02,-1.85163867E+00,pass,"O(n m0^2) train plus one global expert (Sec. IV-C, eq. 29)",18,seeded_communication+contiguous_remainder,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,8,grbcm_clustered,1024,64,8,1,1.47741160E-02,8.26449020E-02,11524.0,1.85251734E-02,-1.86389013E+00,pass,"O(n m0^2) train plus one global expert (Sec. IV-C, eq. 29); plus Lloyd partition O(I n M d)",19,seeded_communication+deterministic_lloyd_remainder,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,8,moe,1024,64,8,1,2.84467000E-03,2.76932070E-02,7420.0,4.05829334E-02,1.98404708E-02,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-B)",20,contiguous_input_order,,,,,test_local_experts;test_review_toy,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,8,moe_clustered,1024,64,8,1,4.18321200E-03,2.88661370E-02,7608.0,4.31875330E-02,1.03406680E-02,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-B); plus Lloyd partition O(I n M d)",21,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,16,nle,1024,64,16,1,1.27502300E-03,2.02524580E-02,6816.0,3.12473000E-02,-1.65976972E+00,pass,O(M m0^3) = O(n m0^2) train (Sec. IV-A),8,contiguous_input_order,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,16,nle_clustered,1024,64,16,1,2.44322300E-03,1.95659450E-02,6672.0,2.68888986E-02,-1.70776483E+00,pass,O(M m0^3) = O(n m0^2) train (Sec. IV-A); plus Lloyd partition O(I n M d),9,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,16,poe,1024,64,16,1,1.21876600E-03,1.90419470E-02,6768.0,2.32489039E-02,-1.78306908E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C)",10,contiguous_input_order,,,,,test_local_experts;test_review_toy,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,16,poe_clustered,1024,64,16,1,2.43717200E-03,1.91653300E-02,6744.0,2.20844289E-02,-1.80264974E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C); plus Lloyd partition O(I n M d)",11,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,16,gpoe,1024,64,16,1,1.20934900E-03,1.92121980E-02,6784.0,2.48123355E-02,-1.71014412E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C)",12,contiguous_input_order,,,,,test_local_experts;test_review_toy,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,16,gpoe_clustered,1024,64,16,1,2.45382300E-03,1.94281150E-02,6732.0,2.26075987E-02,-1.72393421E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C); plus Lloyd partition O(I n M d)",13,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,16,bcm,1024,64,16,1,1.22222300E-03,1.92212050E-02,6728.0,2.35519222E-02,-1.78586453E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C)",14,contiguous_input_order,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
experts,16,bcm_clustered,1024,64,16,1,2.45838200E-03,1.93337470E-02,6636.0,2.18203119E-02,-1.80850862E+00,pass,"O(n m0^2) train, O(M m0^2) predict (Sec. IV-C); plus Lloyd partition O(I n M d)",15,deterministic_lloyd,,,,,test_local_experts,3,1,0,AMD Ryzen 9 5950X 16-Core Processor,Linux-7.1.5-1-cachyos-x86_64-with-glibc2.44,gfortran,GNU Fortran (GCC) 16.1.1 20260728,-O3 -funroll-loops,3.174083240010077,fd86bb602564ad47f033d9e57269f09fbd8e0217+dirty,068367a0c98166af1f8d334e08b9dd0b360a3a6f,2e94872310ec4dde17e20b83a32219ca10b10124+dirty,00eb6ec7870cf72e8acee63ea13b2626a2f1938b496fc31af8ceee0946b47ddf,ce537e444cc93109c8aef99efc53eefc54825957f4e8b827f0a9f800634bb013,cf71409fded446c27720c1c5617ad5d265e7cba65d89900d7d0133562c6eac8e,a976b26930d25acddde6436d4b7cc32b01fb68bc51ad299831d5eea54b45152c,63997fce1c713025fab03d81a7f1f456d32427a8523e731655a2d97ccf33d6d0
